accession,collection_date,isolation_source,isolation_taxa,city,county,state,FIPS,region_name,district_name,latitude,longitude,data_source
W059,7-Nov-13,bird,Corvus brachyrhynchos,Santee,San Diego,California,6073,West,Pacific,32.839576,-116.998256,WN4K
W060,7-Nov-13,bird,Accipitridae,San_Diego,San Diego,California,6073,West,Pacific,32.674284,-117.239629,WN4K
W755,15-Jun-14,bird,Aphelocoma californica,Carmichael,Sacramento,California,6067,West,Pacific,38.592,-121.354,WN4K
W211,17-Jun-14,mosquito,Culex pipiens,Turlock,Stanislaus,California,6099,West,Pacific,37.511,-120.826,WN4K
W212,20-Jun-14,mosquito,Culex quinquefasciatus,Fresno,Fresno,California,6019,West,Pacific,36.866,-119.79,WN4K
W213,23-Jun-14,mosquito,Culex tarsalis,Marysville,Yuba,California,6115,West,Pacific,39.165,-121.564,WN4K
W214,24-Jun-14,mosquito,Culex tarsalis,Notarb,Madera,California,6039,West,Pacific,37.026,-120.118,WN4K
W698,24-Jun-14,mosquito,Culex tarsalis,Sacramento,Sacramento,California,6067,West,Pacific,38.441,-121.425,WN4K
W699,1-Jul-14,mosquito,Culex tarsalis,Sacramento,Sacramento,California,6067,West,Pacific,38.478,-121.384,WN4K
W215,3-Jul-14,mosquito,Culex pipiens,Turlock,Stanislaus,California,6099,West,Pacific,37.498,-120.852,WN4K
W700,3-Jul-14,mosquito,Culex tarsalis,Sacramento,Sacramento,California,6067,West,Pacific,38.455,-121.421,WN4K
W217,7-Jul-14,mosquito,Culex tarsalis,Martinez,Contra Costa,California,6013,West,Pacific,38.036,-122.117,WN4K
W216,8-Jul-14,mosquito,Culex quinquefasciatus,Ontario,San Bernardino,California,6071,West,Pacific,34.082,-117.664,WN4K
W220,10-Jul-14,mosquito,Culex quinquefasciatus,Kingsburg,Fresno,California,6019,West,Pacific,36.503,-119.592,WN4K
W701,10-Jul-14,mosquito,Culex tarsalis,Wilton,Sacramento,California,6067,West,Pacific,38.385,-121.219,WN4K
W756,10-Jul-14,bird,Corvus brachyrhynchos,Elk Grove,Sacramento,California,6067,West,Pacific,38.431,-121.329,WN4K
W538,14-Jul-14,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.741273,-117.125308,WN4K
W218,15-Jul-14,mosquito,Culex tarsalis,Livermore,Alameda,California,6001,West,Pacific,37.669,-121.796,WN4K
W062,17-Jul-14,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.741273,-117.125308,WN4K
W470,18-Jul-14,mosquito,Culex quinquefasciatus,Bakersfield,Kern,California,6029,West,Pacific,35.411,-119.143,WN4K
W219,22-Jul-14,mosquito,Culex tarsalis,Lancaster,Los Angeles,California,6037,West,Pacific,34.679,-118.065,WN4K
W702,24-Jul-14,mosquito,Culex tarsalis,Wilton,Sacramento,California,6067,West,Pacific,38.448,-121.198,WN4K
W703,24-Jul-14,mosquito,Culex tarsalis,Woodland,Yolo,California,6113,West,Pacific,38.619,-121.83,WN4K
W704,31-Jul-14,mosquito,Culex pipiens,Rancho Cordova,Sacramento,California,6067,West,Pacific,38.568,-121.321,WN4K
W061,6-Aug-14,bird,Accipitridae,El_Cajon,San Diego,California,6073,West,Pacific,32.837855,-116.893695,WN4K
W757,12-Aug-14,bird,Aphelocoma californica,Elk Grove,Sacramento,California,6067,West,Pacific,38.438,-121.293,WN4K
W063,13-Aug-14,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.797277,-117.020152,WN4K
W064,13-Aug-14,bird,Aphelocoma californica,La_Mesa,San Diego,California,6073,West,Pacific,32.776331,-116.996012,WN4K
W539,13-Aug-14,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.797277,-117.020152,WN4K
W758,4-Sep-14,bird,Corvus brachyrhynchos,Citrus Heights,Sacramento,California,6067,West,Pacific,38.701,-121.291,WN4K
W759,7-Sep-14,bird,Corvus brachyrhynchos,Fair Oaks,Sacramento,California,6067,West,Pacific,38.649,-121.255,WN4K
W760,11-Sep-14,bird,Pica nuttalli,Fair Oaks,Sacramento,California,6067,West,Pacific,38.64,-121.29,WN4K
W540,23-Sep-14,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.802985,-117.008002,WN4K
W065,25-Sep-14,bird,Corvus brachyrhynchos,Lakeside,San Diego,California,6073,West,Pacific,32.852049,-116.936761,WN4K
W761,26-Sep-14,bird,Corvus brachyrhynchos,Woodland,Yolo,California,6113,West,Pacific,38.696,-121.748,WN4K
W541,29-Sep-14,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.775278,-117.205258,WN4K
W542,2-Oct-14,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.763297,-117.199852,WN4K
W066,3-Oct-14,bird,Corvus brachyrhynchos,Santee,San Diego,California,6073,West,Pacific,32.840046,-116.997324,WN4K
W067,3-Oct-14,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.775278,-117.205258,WN4K
W008,7-Oct-14,bird,Corvus brachyrhynchos,National_City,San Diego,California,6073,West,Pacific,32.677111,-117.071316,WN4K
W012,28-Oct-14,bird,Accipitridae,San_Diego,San Diego,California,6073,West,Pacific,33.015998,-117.069955,WN4K
W068,28-Oct-14,bird,Accipitridae,San_Diego,San Diego,California,6073,West,Pacific,33.015974,-117.069941,WN4K
W014,31-Oct-14,mosquito,Culex quinquefasciatus,San_Diego,San Diego,California,6073,West,Pacific,32.838836,-117.129057,WN4K
W069,7-Nov-14,mosquito,Culex quinquefasciatus,Chula_Vista,San Diego,California,6073,West,Pacific,32.637802,-116.94583,WN4K
W070,7-Nov-14,mosquito,Culex quinquefasciatus,Chula_Vista,San Diego,California,6073,West,Pacific,32.628565,-116.965693,WN4K
W071,10-Nov-14,bird,Accipitridae,Del_Mar,San Diego,California,6073,West,Pacific,32.932299,-117.244426,WN4K
W543,10-Nov-14,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.795126,-117.03057,WN4K
W544,13-Nov-14,bird,Corvus brachyrhynchos,Ramona,San Diego,California,6073,West,Pacific,33.011424,-116.812799,WN4K
W072,17-Nov-14,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,33.02933,-117.084227,WN4K
W073,17-Nov-14,bird,Corvus brachyrhynchos,Ramona,San Diego,California,6073,West,Pacific,33.017938,-116.884334,WN4K
W545,17-Nov-14,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,33.02933,-117.084227,WN4K
W548,16-Dec-14,bird,Corvus corax,San_Diego,San Diego,California,6073,West,Pacific,32.735916,-117.081402,WN4K
W074,18-Dec-14,bird,Corvus corax,San_Diego,San Diego,California,6073,West,Pacific,32.797497,-117.018154,WN4K
W075,18-Dec-14,bird,Corvus corax,San_Diego,San Diego,California,6073,West,Pacific,32.735916,-117.081402,WN4K
W546,18-Dec-14,bird,Accipitridae,San_Diego,San Diego,California,6073,West,Pacific,32.839555,-117.100579,WN4K
W547,18-Dec-14,bird,Corvus corax,San_Diego,San Diego,California,6073,West,Pacific,32.797497,-117.018154,WN4K
W076,16-Apr-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.835012,-117.153148,WN4K
W549,16-Apr-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.835012,-117.153148,WN4K
W550,28-Apr-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.84016,-117.229244,WN4K
W551,11-May-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.720924,-117.036113,WN4K
W077,13-May-15,bird,Corvus brachyrhynchos,Santee,San Diego,California,6073,West,Pacific,32.852311,-117.003637,WN4K
W221,14-May-15,mosquito,Culex quinquefasciatus,South_Gate,Los Angeles,California,6037,West,Pacific,33.945,-118.197,WN4K
W552,5-Jun-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.736067,-117.14927,WN4K
W222,9-Jun-15,mosquito,Culex quinquefasciatus,Riverdale,Fresno,California,6019,West,Pacific,36.409,-119.842,WN4K
W762,11-Jun-15,bird,Corvus brachyrhynchos,Davis,Yolo,California,6113,West,Pacific,38.563,-121.769,WN4K
W223,15-Jun-15,mosquito,Culex tarsalis,Mello,Yuba,California,6115,West,Pacific,39.214,-121.534,WN4K
W224,15-Jun-15,mosquito,Culex tarsalis,Oakley,Contra Costa,California,6013,West,Pacific,37.997,-121.702,WN4K
W553,2-Jul-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.948362,-117.218396,WN4K
W554,2-Jul-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.72895,-117.096161,WN4K
W705,7-Jul-15,mosquito,Culex pipiens,Elk Grove,Sacramento,California,6067,West,Pacific,38.418,-121.481,WN4K
W555,9-Jul-15,bird,Aphelocoma californica,San_Diego,San Diego,California,6073,West,Pacific,32.983218,-117.094349,WN4K
W078,10-Jul-15,mosquito,Culex quinquefasciatus ,Lemon_Grove,San Diego,California,6073,West,Pacific,32.7272582,-117.044782,WN4K
W079,10-Jul-15,mosquito,Culex quinquefasciatus ,Lemon_Grove,San Diego,California,6073,West,Pacific,32.7331816,-117.0336615,WN4K
W080,10-Jul-15,mosquito,Culex quinquefasciatus ,Lemon_Grove,San Diego,California,6073,West,Pacific,32.7371491,-117.0290207,WN4K
W763,12-Jul-15,bird,Hirundo rustica,Davis,Yolo,California,6113,West,Pacific,38.544,-121.797,WN4K
W226,14-Jul-15,mosquito,Culex quinquefasciatus,Firebaugh,Fresno,California,6019,West,Pacific,36.847,-120.445,WN4K
W229,15-Jul-15,mosquito,Culex tarsalis,Chico,Butte,California,6007,West,Pacific,39.743,-121.884,WN4K
W706,16-Jul-15,mosquito,Culex tarsalis,Woodland,Yolo,California,6113,West,Pacific,38.619,-121.83,WN4K
W225,21-Jul-15,mosquito,Culex quinquefasciatus,Earlimart,Tulare,California,6107,West,Pacific,35.884,-119.266,WN4K
W227,21-Jul-15,mosquito,Culex tarsalis,Glenn,Glenn,California,6021,West,Pacific,39.63,-122.007,WN4K
W230,21-Jul-15,mosquito,Culex tarsalis,Clearlake,Lake,California,6033,West,Pacific,38.937,-122.659,WN4K
W556,21-Jul-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.927275,-117.136107,WN4K
W228,22-Jul-15,mosquito,Culex tarsalis,Fremont,Alameda,California,6001,West,Pacific,37.55,-122.022,WN4K
W764,26-Jul-15,bird,Pica nuttalli,Davis,Yolo,California,6113,West,Pacific,38.557,-121.721,WN4K
W081,28-Jul-15,mosquito,Culex stigmatosoma,El_Cajon,San Diego,California,6073,West,Pacific,32.849116,-116.860384,WN4K
W478,28-Jul-15,mosquito,Culex tarsalis,Arvin,Kern,California,6029,West,Pacific,35.166,-118.825,WN4K
W557,28-Jul-15,bird,Aphelocoma californica,San_Diego,San Diego,California,6073,West,Pacific,32.727966,-117.246567,WN4K
W707,28-Jul-15,mosquito,Culex tarsalis,Woodland,Yolo,California,6113,West,Pacific,38.664,-121.764,WN4K
W708,31-Jul-15,mosquito,Culex tarsalis,Dunnigan,Yolo,California,6113,West,Pacific,38.896,-121.976,WN4K
W558,3-Aug-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.971693,-117.167295,WN4K
W559,4-Aug-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.828128,-117.096753,WN4K
W709,6-Aug-15,mosquito,Culex tarsalis,Dunnigan,Yolo,California,6113,West,Pacific,38.885,-121.969,WN4K
W765,6-Aug-15,bird,Aphelocoma californica,Elk Grove,Sacramento,California,6067,West,Pacific,38.442,-121.369,WN4K
W766,12-Aug-15,bird,Corvus brachyrhynchos,Davis,Yolo,California,6113,West,Pacific,38.564,-121.745,WN4K
W082,14-Aug-15,mosquito,Culex quinquefasciatus,Oceanside,San Diego,California,6073,West,Pacific,33.180142,-117.331969,WN4K
W083,14-Aug-15,bird,Accipiter cooperii,San_Marcos,San Diego,California,6073,West,Pacific,33.137456,-117.199137,WN4K
W560,17-Aug-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.795017,-117.082686,WN4K
W084,18-Aug-15,bird,Accipiter striatus,San_Diego,San Diego,California,6073,West,Pacific,32.673486,-117.05292,WN4K
W561,19-Aug-15,bird,Corvus brachyrhynchos,Mira_Mesa,San Diego,California,6073,West,Pacific,32.90773,-117.187493,WN4K
W710,20-Aug-15,mosquito,Culex tarsalis,Woodland,Yolo,California,6113,West,Pacific,38.808,-121.822,WN4K
W015,21-Aug-15,mosquito,Culex quinquefasciatus,National_City,San Diego,California,6073,West,Pacific,32.6524776,-117.1072096,WN4K
W085,21-Aug-15,mosquito,Culex quinquefasciatus,National_City,San Diego,California,6073,West,Pacific,32.6524776,-117.1072096,WN4K
W562,24-Aug-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.700567,-117.134508,WN4K
W563,25-Aug-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.823676,-117.186418,WN4K
W086,28-Aug-15,mosquito,Culex quinquefasciatus,San_Diego,San Diego,California,6073,West,Pacific,32.9835601,-117.2273582,WN4K
W087,28-Aug-15,mosquito,Culex quinquefasciatus,Del_Mar,San Diego,California,6073,West,Pacific,32.9613277,-117.2540705,WN4K
W088,28-Aug-15,mosquito,Culex quinquefasciatus,Encinitas,San Diego,California,6073,West,Pacific,33.0380817,-117.2492376,WN4K
W481,28-Aug-15,mosquito,Culex quinquefasciatus,Bakersfield,Kern,California,6029,West,Pacific,35.53,-119.196,WN4K
W101,31-Aug-15,bird,Corvus brachyrhynchos,Chula_Vista,San Diego,California,6073,West,Pacific,32.6434184,-117.0732393,WN4K
W102,31-Aug-15,bird,Corvus brachyrhynchos,Carlsbad,San Diego,California,6073,West,Pacific,33.1552433,-117.3237442,WN4K
W103,31-Aug-15,bird,Aphelocoma californica,Encinitas,San Diego,California,6073,West,Pacific,33.0619146,-117.2533572,WN4K
W564,1-Sep-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.796177,-117.224536,WN4K
W565,3-Sep-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.748995,-117.158653,WN4K
W566,8-Sep-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.903876,-117.092198,WN4K
W711,9-Sep-15,mosquito,Culex pipiens,Elk Grove,Sacramento,California,6067,West,Pacific,38.444,-121.293,WN4K
W567,10-Sep-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.896941,-117.242472,WN4K
W568,10-Sep-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.799819,-117.030572,WN4K
W569,22-Sep-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.75578,-117.064301,WN4K
W570,22-Sep-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.728878,-117.225904,WN4K
W571,22-Sep-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.765833,-117.193565,WN4K
W767,24-Sep-15,bird,Buteo jamaicensis,Rancho Cordova,Sacramento,California,6067,West,Pacific,38.546,-121.224,WN4K
W572,28-Sep-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,33.014215,-117.115608,WN4K
W089,29-Sep-15,mosquito,Culex quinquefasciatus,Escondido,San Diego,California,6073,West,Pacific,33.192652,-117.1205326,WN4K
W573,1-Oct-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.837148,-117.085678,WN4K
W009,2-Oct-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.826815,-117.1420345,WN4K
W090,2-Oct-15,mosquito,Culex tarsalis,El_Cajon,San Diego,California,6073,West,Pacific,32.8117054,-116.9961204,WN4K
W104,2-Oct-15,bird,Corvus brachyrhynchos,Ramona,San Diego,California,6073,West,Pacific,33.0249013,-116.8791975,WN4K
W105,2-Oct-15,bird,Corvus brachyrhynchos,Ramona,San Diego,California,6073,West,Pacific,33.0752821,-116.8671399,WN4K
W106,2-Oct-15,bird,Corvus corax,San_Diego,San Diego,California,6073,West,Pacific,32.9008949,-117.1079374,WN4K
W574,2-Oct-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.794804,-117.165254,WN4K
W768,4-Oct-15,bird,Corvus brachyrhynchos,Sacramento,Sacramento,California,6067,West,Pacific,38.588,-121.393,WN4K
W575,6-Oct-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.667949,-117.058198,WN4K
W576,7-Oct-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.756739,-117.123357,WN4K
W577,10-Oct-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,33.022663,-117.058983,WN4K
W578,16-Oct-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.834418,-117.226143,WN4K
W091,20-Oct-15,mosquito,Culex quinquefasciatus,Del_Mar,San Diego,California,6073,West,Pacific,32.9512385,-117.2560981,WN4K
W579,2-Nov-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.747121,-117.211808,WN4K
W107,10-Nov-15,bird,Aphelocoma californica,Carlsbad,San Diego,California,6073,West,Pacific,33.167346,-117.3397773,WN4K
W108,10-Nov-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,33.012953,-117.1413351,WN4K
W109,10-Nov-15,bird,Corvus brachyrhynchos,Santee,San Diego,California,6073,West,Pacific,32.8373173,-116.9812985,WN4K
W092,13-Nov-15,mosquito,Culex quinquefasciatus,Escondido,San Diego,California,6073,West,Pacific,33.174083,-117.0878256,WN4K
W580,16-Nov-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.740965,-117.240859,WN4K
W581,17-Nov-15,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,33.029332,-117.084555,WN4K
W582,11-Dec-15,bird,Accipiter striatus,San_Diego,San Diego,California,6073,West,Pacific,32.766802,-117.051557,WN4K
W583,28-Dec-15,bird,Buteo lineatus,San_Diego,San Diego,California,6073,West,Pacific,33.043881,-117.064958,WN4K
W110,27-Jan-16,bird,Corvus brachyrhynchos,Escondido,San Diego,California,6073,West,Pacific,33.0991895,-117.0028972,WN4K
W111,3-Feb-16,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.7480107,-117.2277075,WN4K
W112,18-Feb-16,bird,Corvus brachyrhynchos,Chula_Vista,San Diego,California,6073,West,Pacific,32.6299784,-117.0239963,WN4K
W584,27-Feb-16,bird,Corvus brachyrhynchos,Del_Mar,San Diego,California,6073,West,Pacific,32.946005,-117.245028,WN4K
W585,28-Feb-16,bird,Corvus brachyrhynchos,Del_Mar,San Diego,California,6073,West,Pacific,32.946088,-117.245356,WN4K
W586,16-Mar-16,bird,Corvus brachyrhynchos,Escondido,San Diego,California,6073,West,Pacific,33.147111,-117.054036,WN4K
W587,11-Apr-16,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.80903,-117.199512,WN4K
W589,21-Apr-16,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.772133,-117.072665,WN4K
W588,28-Apr-16,bird,Corvus brachyrhynchos,Poway,San Diego,California,6073,West,Pacific,32.964859,-117.054494,WN4K
W016,16-May-16,mosquito,Culex tarsalis,Del_Mar,San Diego,California,6073,West,Pacific,0,0,WN4K
W769,19-May-16,bird,Pica nuttalli,Sacramento,Sacramento,California,6067,West,Pacific,38.564,-121.363,WN4K
W712,14-Jun-16,mosquito,Culex pipiens,Orangevale,Sacramento,California,6067,West,Pacific,38.675,-121.241,WN4K
W770,15-Jun-16,bird,Aphelocoma californica,Carmichael,Sacramento,California,6067,West,Pacific,38.644,-121.324,WN4K
W771,20-Jun-16,bird,Corvus brachyrhynchos,Sacramento,Sacramento,California,6067,West,Pacific,38.578,-121.385,WN4K
W772,22-Jun-16,bird,Euphagus cyanocephalus,Fair Oaks,Sacramento,California,6067,West,Pacific,38.653,-121.218,WN4K
W713,28-Jun-16,mosquito,Culex pipiens,Elk Grove,Sacramento,California,6067,West,Pacific,38.397,-121.375,WN4K
W233,29-Jun-16,mosquito,Culex quinquefasciatus,Fresno,Fresno,California,6019,West,Pacific,36.839,-119.895,WN4K
W013,30-Jun-16,bird,Accipitridae,Poway,San Diego,California,6073,West,Pacific,33.014608,-117.053081,WN4K
W237,30-Jun-16,mosquito,Culex tarsalis,Storey,Madera,California,6039,West,Pacific,36.971,-120.006,WN4K
W773,30-Jun-16,bird,Pica nuttalli,Rosemont,Sacramento,California,6067,West,Pacific,38.543,-121.366,WN4K
W235,1-Jul-16,mosquito,Culex quinquefasciatus,Fresno,Fresno,California,6019,West,Pacific,36.839,-119.891,WN4K
W236,1-Jul-16,mosquito,Culex quinquefasciatus,Fresno,Fresno,California,6019,West,Pacific,36.839,-119.895,WN4K
W231,5-Jul-16,mosquito,Culex tarsalis,Yuba_City,Sutter,California,6101,West,Pacific,39.093,-121.676,WN4K
W232,5-Jul-16,mosquito,Culex tarsalis,Pleasant_Grove,Sutter,California,6101,West,Pacific,38.824,-121.503,WN4K
W234,5-Jul-16,mosquito,Culex tarsalis,Marysville,Yuba,California,6115,West,Pacific,39.214,-121.534,WN4K
W239,7-Jul-16,mosquito,Culex tarsalis,Guernsey,Kings,California,6031,West,Pacific,36.226,-119.727,WN4K
W240,7-Jul-16,mosquito,Culex tarsalis,Armona,Kings,California,6031,West,Pacific,36.294,-119.696,WN4K
W238,8-Jul-16,mosquito,Culex tarsalis,Eastvale,Riverside,California,6065,West,Pacific,33.918,-117.632,WN4K
W774,10-Jul-16,bird,Corvus brachyrhynchos,Sacramento,Sacramento,California,6067,West,Pacific,38.553,-121.347,WN4K
W714,12-Jul-16,mosquito,Culex tarsalis,Davis,Yolo,California,6113,West,Pacific,38.571,-121.751,WN4K
W485,26-Jul-16,mosquito,Culex tarsalis,Buttonwillow,Kern,California,6029,West,Pacific,35.428,-119.406,WN4K
W715,26-Jul-16,mosquito,Culex tarsalis,Sacramento,Sacramento,California,6067,West,Pacific,38.51,-121.354,WN4K
W486,28-Jul-16,mosquito,Culex quinquefasciatus,Delano,Kern,California,6029,West,Pacific,35.598,-119.213,WN4K
W775,28-Jul-16,bird,Corvus brachyrhynchos,Woodland,Yolo,California,6113,West,Pacific,38.669,-121.771,WN4K
W716,29-Jul-16,mosquito,Culex tarsalis,Sacramento,Sacramento,California,6067,West,Pacific,38.698,-121.621,WN4K
W717,5-Aug-16,mosquito,Culex tarsalis,Woodland,Yolo,California,6113,West,Pacific,38.61,-121.712,WN4K
W718,9-Aug-16,mosquito,Culex tarsalis,Wilton,Sacramento,California,6067,West,Pacific,38.423,-121.214,WN4K
W093,11-Aug-16,mosquito,Culex quinquefasciatus,San_Diego,San Diego,California,6073,West,Pacific,32.8113997,-117.1643311,WN4K
W010,15-Aug-16,bird,Corvus brachyrhynchos,Chula_Vista,San Diego,California,6073,West,Pacific,32.630931,-117.072848,WN4K
W094,18-Aug-16,mosquito,Culex quinquefasciatus,Coronado,San Diego,California,6073,West,Pacific,32.6973393,-117.1680534,WN4K
W776,23-May-17,bird,Corvus brachyrhynchos,Sacramento,Sacramento,California,6067,West,Pacific,38.55,-121.369,WN4K
W777,7-Jun-17,bird,Aphelocoma californica,Rosemont,Sacramento,California,6067,West,Pacific,38.553,-121.37,WN4K
W590,9-Jun-17,bird,Corvus brachyrhynchos,Vista,San Diego,California,6073,West,Pacific,33.235273,-117.216323,WN4K
W161,17-Jun-17,bird,Corvus brachyrhynchos,Norco,Riverside,California,6065,West,Pacific,33.947,-117.542,WN4K
W162,23-Jun-17,bird,Pheucticus melanocephalus,Clearlake,Lake,California,6033,West,Pacific,38.95,-122.618,WN4K
W163,23-Jun-17,bird,Corvus brachyrhynchos,Temple_City,Los Angeles,California,6037,West,Pacific,34.116,-118.071,WN4K
W164,23-Jun-17,bird,Corvus brachyrhynchos,West_Hills,Los Angeles,California,6037,West,Pacific,34.197,-118.623,WN4K
W247,28-Jun-17,mosquito,Culex quinquefasciatus,Rowland_Hts,Los Angeles,California,6037,West,Pacific,33.98,-117.928,WN4K
W493,28-Jun-17,mosquito,Culex quinquefasciatus,Bakersfield,Kern,California,6029,West,Pacific,35.377,-119.009,WN4K
W494,28-Jun-17,mosquito,Culex tarsalis,Buttonwillow,Kern,California,6029,West,Pacific,35.501,-119.478,WN4K
W246,29-Jun-17,mosquito,Culex tarsalis,Lemoore,Kings,California,6031,West,Pacific,36.344,-119.894,WN4K
W248,29-Jun-17,mosquito,Culex quinquefasciatus,Bellflower,Los Angeles,California,6037,West,Pacific,33.898,-118.11,WN4K
W778,29-Jun-17,bird,Pica nuttalli,Sacramento,Sacramento,California,6067,West,Pacific,38.609,-121.39,WN4K
W165,30-Jun-17,bird,Aphelocoma californica,Fontana,San Bernardino,California,6071,West,Pacific,34.105,-117.431,WN4K
W245,30-Jun-17,mosquito,Culex tarsalis,Lemoore,Kings,California,6031,West,Pacific,36.388,-119.839,WN4K
W166,3-Jul-17,bird,Corvus brachyrhynchos,Corona,Riverside,California,6065,West,Pacific,33.756,-117.469,WN4K
W244,4-Jul-17,mosquito,Culex quinquefasciatus,Pixley,Tulare,California,6107,West,Pacific,35.971,-119.297,WN4K
W342,4-Jul-17,bird,Corvus brachyrhynchos,Bakersfield,Kern,California,6029,West,Pacific,35.389,-119.097,WN4K
W779,5-Jul-17,bird,Pica nuttalli,Sacramento,Sacramento,California,6067,West,Pacific,38.567,-121.4,WN4K
W241,6-Jul-17,mosquito,Culex tarsalis,Grayson,Stanislaus,California,6099,West,Pacific,37.573,-121.166,WN4K
W242,6-Jul-17,mosquito,Culex tarsalis,Kerman,Fresno,California,6019,West,Pacific,36.748,-120.222,WN4K
W243,6-Jul-17,mosquito,Culex tarsalis,Dos_Palos,Fresno,California,6019,West,Pacific,36.951,-120.628,WN4K
W591,6-Jul-17,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.814235,-117.0447,WN4K
W343,7-Jul-17,bird,Corvus brachyrhynchos,Bakersfield,Kern,California,6029,West,Pacific,35.351,-119.091,WN4K
W167,11-Jul-17,bird,Corvus brachyrhynchos,Norco,Riverside,California,6065,West,Pacific,33.927,-117.583,WN4K
W168,13-Jul-17,bird,Corvus brachyrhynchos,Thousand_Oaks,Los Angeles,California,6037,West,Pacific,34.205,-118.847,WN4K
W719,18-Jul-17,mosquito,Culex pipiens,Elk Grove,Sacramento,California,6067,West,Pacific,38.425,-121.383,WN4K
W169,26-Jul-17,bird,Corvus brachyrhynchos,Walnut_Creek,Contra Costa,California,6013,West,Pacific,37.921,-122.024,WN4K
W170,31-Jul-17,bird,Aphelocoma californica,Oroville,Butte,California,6007,West,Pacific,39.505,-121.586,WN4K
W720,1-Aug-17,mosquito,Culex tarsalis,Sacramento,Sacramento,California,6067,West,Pacific,38.51,-121.354,WN4K
W249,2-Aug-17,mosquito,Culex pipiens,Atwater,Merced,California,6047,West,Pacific,37.363,-120.625,WN4K
W171,3-Aug-17,bird,Corvus brachyrhynchos,Danville,Contra Costa,California,6013,West,Pacific,37.797,-121.98,WN4K
